,business_id,name,postal_code,score
2667,19373,LAS ISLETAS,94124,86.6
2668,19379,ANDERSEN BAKERY,94104,96.8
2669,19380,ROSAMUNDE SAUSAGE GRILL,94117,97
2670,19384,SUBWAY,94111,100
2671,19386,BEARD PAPA,94103,92
2672,19403,STARBUCKS COFFEE,94133,98.5
2673,19416,STARBUCKS COFFEE,94103,95.2
2674,19417,STARBUCKS COFFEE,94103,100
2675,19418,STARBUCKS COFFEE,94103,100
2676,19440,MERCEDES RESTAURANT,94111,79.66666667
2677,19488,LARKIN EXPRESS DELI,94102,79.25
2678,19641,SUSHI HANA,94109,90
2679,20116,SUSHI ZEN,94116,85.4
2680,20291,HAZEL'S KITCHEN,94107,82.4
2681,20327,"SUBS, INC.",94114,89
2682,20367,MANILA ORIENTAL MARKET,94112,86
2683,20625,BUCKHORN GRILL,94111,89.4
2684,20698,M & S .7 PLEASURES RESTAURANT,94111,81.33333333
2685,20824,O IZAKAYA LOUNGE,94115,92.33333333
2686,20825,HOTEL KABUKI - BANQUET KITCHEN,94115,92.83333333
2687,20924,JJ ICE CREAM,94122,88
2688,21143,PAZZIA RESTAURANT,94107,89.6
2689,21407,SUBWAY SANDWICHES #34341,94103,97.2
2690,21429,CAFE ISABELLA,94133,93.83333333
2691,21524,LA PORRILLA GRILL,94110,84.25
2692,21581,LOS GUANACOS,94112,91.25
2693,21583,CAFE ROYALE,94109,94.5
2694,21785,PERBACCO,94111,98.25
2695,21807,THE FRONT PORCH,94110,94
2696,21909,SLIDER DINER,94109,94.2
2697,21921,COCOBANG,94102,88.25
2698,21982,CHICO'S GRILL,94110,91.2
2699,22177,OUTTAKES,94117,95.2
2700,22304,JULIE'S KITCHEN,94105,100
2701,22606,CANYON MARKET,94131,93
2702,22671,CHIOTRAS GROCERY,94107,95.8
2703,23068,EL CAFETAZO,94103,89.4
2704,23115,PLAYGROUND,94115,84.25
2705,23273,MIKE MARKET,94124,96.4
2706,23557,YIELD,94107,98.66666667
2707,23653,ANTOJITOS SALVADORENOS AMINTA,94110,90.4
2708,23701,WAH HING MARKET,94133,69
2709,23702,DOO BU RESTAURANT,94115,90.42857143
2710,23703,SUSHI ROCK,94108,79.75
2711,23704,JUG SHOP INC,94109,95
2712,23844,NEW AUX DELICES VIETNAM RESTAURANT,94110,76.66666667
2713,23865,BI-RITE CREAMERY,94110,98
2714,24023,KABUKI CINEMA,94115,94.16666667
2715,24024,KABUKI CINEMA BISTRO BAR,94115,95.5
2716,24025,KABUKI CINEMA BALCONY BAR,94115,94.66666667
2717,24196,MR. POLLO,94110,95.5
2718,24198,OLIVO'S TAQUERIA,94109,90.2
2719,24278,CAFE 747,94103,98.4
2720,24279,PARK GYROS,94122,79.75
2721,24308,CHAVO'S MEXICAN RESTAURANT,94107,86
2722,24309,REGALITO ROSTICERIA,94110,97.6
2723,24431,PEET'S COFFEE & TEA,94103,94.66666667
2724,24437,CAFFE BAONECCI,94133,92.75
2725,24457,TEE OFF BAR & GRILL,94121,82.6
2726,24534,DISTRICT,94107,97.25
2727,24572,S & T HONG KONG SEAFOOD,94122,79.75
2728,24752,DOMINO'S PIZZA #7764,94109,88.33333333
2729,24754,DOMINO'S PIZZA #8421,94118,97
2730,24930,JAKE'S STEAKS,94123,92
2731,24936,SAN FRANCISCO SOUP COMPANY,94104,97.2
2732,24978,THE NEW SPOT INC.,94107,85.83333333
2733,25048,TONY'S MARKET,94110,89.6
2735,25151,WESTIN ST FRANCIS - CARUSO,94102,98.5
2736,25153,WESTIN ST FRANCIS - EMPLOYEE'S CAFETERIA,94102,98
2737,25160,WESTIN ST FRANCIS - IMPERIAL FOOD KITCHEN,94102,98
2738,25161,WESTIN ST FRANCIS - MAIN KITCHEN,94102,96
2739,25162,WESTIN ST FRANCIS - OAK ROOM/BANQUET,94102,97.5
2740,25163,WESTIN ST FRANCIS - PASTRY SHOP,94102,96.5
2741,25164,WESTIN ST FRANCIS - BOURBON,94102,94
2742,25167,GLAZE DONUTS,94112,94.6
2743,25301,B RESTAURANT,94103,82.75
2744,25374,CAFE DESTIJI,94111,84.75
2745,25375,GELATERIA NAIA,94133,95.5
2746,25387,YUM YUM FISH,94122,83.66666667
2747,25404,CAFE COLOMBINI RISTORANTE BISTRO,94109,90.5
2748,25572,BRISTOL FARMS #2317,94103,82.33333333
2749,25651,BEVERAGES & MORE,94109,99
2750,25777,CHURCH STREET CAFE,94114,98.16666667
2751,25881,TOGO'S,94105,92.6
2752,26005,OSAKA SUSHI,94114,62.75
2753,26025,EUREKA RESTAURANT & LOUNGE,94114,94.8
2754,26146,MACY'S CELLAR,94102,98
2755,26149,MRS. FIELDS COOKIES,94103,92.33333333
2756,26340,VIP COFFEE & CAKE SHOP,94133,72.75
2757,26341,"NATURAL MARKET, INC.",94115,95
2758,26343,BIEN HOA,94102,83.75
2759,26348,WON MI RESTAURANT,94115,86.4
2760,26376,QUICKLY,94108,92.8
2761,26379,SUSHI KAZU,94122,91
2762,26752,COCOA BELLA CHOCOLATES,94103,93.6
2763,26830,CICIL'S,94105,92.75
2764,27052,BISTRO BURGER,94103,85
2765,27053,SAN FRANCISCO SOUP COMPANY,94103,89.2
2766,27055,CHENERY MARKET,94131,97.2
2767,27056,AMOURA,94103,83
2768,27167,BOMBAY INDIAN RESTAURANT,94114,88
2769,27306,GUERRERO MARKET,94110,94.8
2770,27350,18TH STREET COMMISSARY,94110,99.5
2771,27377,SORABOL,94103,82.4
2772,27472,SF BAY CLUB -  COURT COMMISARY,94111,93.33333333
2773,27525,LARK CREEK STEAK,94103,90
2774,27555,VESSEL,94108,87
2775,27557,BARRACUDA JAPANESE RESTAURANT,94114,87.8
2776,27667,JAMBA JUICE #796,94103,91.8
2777,27680,BLUE SKY RESTAURANT,94133,72.6
2778,27737,SUGARLUMP,94110,94.5
2779,27781,KAMAKURA SUSHI & SAKE HOUSE,94132,92.4
2780,27786,PIZZA JOINT,94121,93.5
2781,27790,OPERA PLAZA CINEMA,94102,95.66666667
2782,27791,OSHA THAI RESTAURANT & BAR,94111,84.8
2783,27793,CORIANDER GOURMET THAI,94103,83.2
2785,27799,BUCKHORN GRILL,94103,86
2786,27801,TEMPLE/PRANA,94105,85
2787,27817,HODO SOY BEANERY,94111,100
2788,27821,DUBOCE PARK CAFE,94114,97
2789,27851,THE MORNING FIX,94109,98
2790,27852,BIONDIVINO,94109,95.6
2791,27854,ANDALE MEXICAN RESTAURANT,94103,82.8
2792,27874,PRALINES BY YVONNE,94124,89.5
2793,27947,SAFFRON LOUNGE,94103,100
2794,27949,SHANGHAI HOUSE,94121,81.6
2795,27955,WICHCRAFT,94103,91.5
2796,27964,LITTLE STAR PIZA VALENCIA,94103,96.4
2797,27986,BEARD PAPA SWEETS CAFE,94103,95.6
2798,28006,FARINA,94110,98
2799,28014,STRAITS SAN FRANCISCO,94103,76.5
2801,28035,CHOICE YAKINIKU,94131,72
2802,28044,CENTURY THEATRES,94103,93.2
2803,28169,BLOOMINGDALES,94103,90
2804,28193,SUBWAY SANDWICHES #5669,94102,95.33333333
2805,28206,WESTFIELD'S  FOOD COURT SCULLARY,94103,84
2806,28209,SUBWAY SANDWICHES #7307,94114,96.2
2807,28318,HOLLYWOOD CAFE,94133,83.75
2808,28453,MISSION PIE,94110,91
2809,28468,BELLA LUCCA,94102,95.8
2810,28601,THE ALEMBIC,94117,89.5
2811,28828,THE SANDWICH SHOP,94107,90.4
2812,28836,AMSTERDAM CAFE,94109,90.16666667
2813,28843,SALT HOUSE,94105,89
2814,28863,DELESSIO MARKET & BAKERY,94117,95.6
2815,28963,JONA'S ON HYDE,94109,84.4
2816,28976,AFC SUSHI @SAFEWAY 739,94110,95.2
2817,28978,UMAMI,94123,97
2818,29054,COLD STONE CREAMERY,94133,95
2819,29065,GOLDEN GATE MARKET & DELI,94110,90
2820,29100,ROSENBERG DELI & MARKET,94114,94
2821,29246,RICO PAN BAKERY,94110,96
2822,29304,KARA'S CUPCAKES,94123,94.5
2823,29312,PEET'S COFFEE & TEA,94117,97.6
2824,29428,GAMINE,94123,89.8
2825,29429,THE PLANT CAFE,94123,90.8
2826,29610,LEE'S SANDWICHES,94109,81.75
2827,29948,CAFE VENUE,94103,81
2828,29950,MRS. FIELDS COOKIES,94133,92.5
2829,29956,ORCHARD GARDEN HOTEL,94108,100
2830,30001,AMICI'S EAST COAST PIZZERIA,94123,100
2831,30111,BELLY BURGERS,94121,91
2832,30156,GRACE CATHEDRAL,94108,90
2833,30478,KIM HUONG,94102,85
2834,30495,TAQUERIA MEXICO TIPICO,94112,91.75
2835,30496,STARBUCKS COFFEE,94103,94.33333333
2836,30532,ROADHOUSE CAFE,94124,93.5
2837,30957,AMELIE,94109,96.75
2838,31144,GHIRARDELLI CHOCOLATE COMPANY,94108,93
2839,31568,TAQUERIA EL SOL #2,94102,91.2
2840,32170,LA TORTA GORDA,94110,88.5
2841,32200,EL GRAN TACO LOCO,94110,85
2842,32431,JAPAN HOME CENTRE,94112,99.33333333
2843,32508,SACRED HEART CATHEDRAL  PREPARATORY,94109,98.5
2844,32556,SEAL ROCK INN RESTAURANT,94121,91
2845,32570,LIANG'S FOOD,94133,80.2
2846,32578,PEET'S COFFEE & TEA,94111,99.2
2847,32579,PEET'S COFFEE & TEA,94118,97.4
2848,32586,TERROIR,94103,98
2849,32595,OSHA THAI RESTAURANT,94123,87
2850,32625,KOREAN VILLAGE RESTAURANT,94118,92.2
2851,32654,DOUBLE PLAY BAR & GRILL,94103,83.25
2852,32671,LA TAQUERIA GUADALAJARA,94110,81.8
2853,32682,MARKET SQUARE,94103,95.66666667
2854,32683,MC COFFEE,94103,95.33333333
2855,32684,NOBE CAFE,94103,93.66666667
2856,32685,SAVOR EXPRESS,94103,92.33333333
2857,32693,NICKIES,94117,85.5
2858,32698,HUNAN CAFE #2,94121,83.16666667
2859,32701,LA TRAPPE,94133,92.66666667
2860,32702,CAFE LA VIE,94102,98.66666667
2861,32703,ALCATRAZ LANDING CAFE,94111,93.33333333
2862,32729,EL DORADO MARKET,94102,82.75
2863,32733,XANATH ICE CREAM,94110,98.8
2864,32736,MARU SUSHI,94102,86.4
2865,32738,GIALINA,94131,97.33333333
2866,32818,QUALITY GAS FOR YOUR CAR ARCO AM/PM,94112,96
2867,32823,PEET'S COFFEE & TEA,94104,96.2
2868,32835,THE PIZZA PLACE,94122,93.6
2869,32845,GENKI RAMEN,94118,90
2870,32862,NAKED FISH SUSHI & LOUNGE INC,94123,90.4
2871,32872,SUGAR CAFE,94102,95.2
2872,32887,MISSION BEACH CAFE,94103,87.6
2873,32893,ZADIN,94114,87
2874,32919,NEW PRINCESS MARKET,94109,84.5
2875,32925,PAPALOTE,94110,89
2876,32992,UNDERDOG,94122,79.25
2877,33011,JACKSON PLACE CAFE - COMMISSARY,94111,97.33333333
2878,33012,CHIARO SCURO,94111,92.5
2879,33014,THE CARLISLE,94109,94.8
2880,33017,LARKSPUR HOTEL - UNION SQUARE,94102,99.66666667
2881,33054,JACKSON PLACE CAFE - KIOSK,94111,96.5
2882,33056,"7-ELEVEN, STORE 2231-33501",94104,97.2
2883,33069,"RICO MEX, INC.",94105,94.33333333
2884,33077,ESCAPE FROM NEW YORK PIZZA,94109,86.2
2885,33078,TOMMY'S JOYNT,94109,85
2886,33084,"MIETTE, LLC",94102,95
2887,33093,LUCKY SUPER MARKET #755,94132,94.33333333
2888,33096,PAPALOTE MEXICAN GRILL,94117,93.71428571
2889,33110,ABACUS,94117,92
2890,33113,"PHO TAN HOA, INC",94102,96
2892,33117,THE ELITE CAFE,94115,83.8
2893,33125,L & L HAWAIIAN BARBECUE,94108,96.75
2894,33145,"7-ELEVEN, STORE 2231-33006B",94133,94
2895,33160,MISSION BAY CAFE,94158,96.66666667
2896,33173,HANDY DELICATESSEN,94122,97.66666667
2897,33174,THE BAGEL BAKERY,94107,95.8
2898,33190,GAMBINO'S,94111,93.5
2899,33198,SUBWAY ON JEFFERSON,94133,87.25
2900,33222,SAN FRANCISCO SOUP COMPANY,94111,97.4
2901,33247,HOLE IN THE WALL PIZZA,94123,91.8
2902,33270,TRUCK,94103,86.25
2903,33272,SAN FRANCISCO SOUP COMPANY,94132,100
2904,33315,CAFE 101,94132,98.8
2905,33318,UNICORN,94111,94.75
2906,33319,"GYRO KING, INC",94102,80.75
2907,33375,LION CART,94132,87
2908,33378,GIRAFFE CART,94132,89
2909,33379,CAROUSEL/SEA LION CART,94132,91.5
2910,33386,STELLA PASTRY,94133,93
2911,33387,JUSTA BITE,94133,89
2912,33388,SUSHI KINTA,94111,88.8
2913,33413,CREATIVE ARTS CHARTER SCHOOL,94115,98.8
2914,33419,SOTO MARE,94133,89
2915,33436,THE GRAND PU BAH RESTAURANT,94103,72.25
2916,33442,MILLER'S EAST COAST DELI,94109,77.5
2917,33445,SUSHI FANTASTIC,94105,86.33333333
2918,33446,USULUTAN RESTAURANT,94110,75.4
2919,33448,"CARAMBA, INC",94105,87.33333333
2920,33467,"CALIFORNIA PIZZA KITCHEN, INC.",94103,93
2921,33467,"CALIFORNIA PIZZA KITCHEN, INC.",94103,93
2922,33468,STACKS RESTAURANT,94102,93.5
2923,33484,DENNY'S RESTAURANT,94133,87.25
2924,33516,JULIA MORGAN BALLROOM,94104,96
2925,33527,POPEYES CHICKEN & BISCUITS,94115,94.71428571
2926,33528,SALEM GROCERY,94109,89.85714286
2927,33546,KARA'S CUPCAKES INC,94109,98
2928,33564,HAPPY SHABU SHABU,94115,96.66666667
2929,33568,LITTLE TOKYO,94121,89.4
2930,33591,FUJIYAMA-YA,94122,90
2931,33619,RITUAL COFFEE ROASTERS,94124,98.8
2932,33620,MOJO BICYCLE CAFE,94117,92
2933,33638,PISSED OFF PETE'S,94112,96
2934,33641,ROTI INDIAN BISTRO,94127,69.5
2935,33700,CASA GUADALUPE #3,94110,89.4
2936,33709,PHIL'Z COFFEE,94107,97.2
2937,33710,PHIL'Z COFFEE,94110,93
2938,33712,"SNOW GARDEN, LLC",94108,81
2939,33728,SPLIT PEA SEDUCTION,94103,96.8
2940,33730,GASTRONOM DELI,94122,87.4
2941,33731,LOLO,94110,94
2942,33747,PIER 23 CAFE INC,94111,87
2943,33748,CITY PIZZA AND YUCATECAN FOOD,94102,80.5
2944,33802,"NEW UNITED SUPERMARKET, INC",94133,76
2945,33831,BLUSH,94114,88.66666667
2946,33837,LOTTA'S BAKERY,94109,96.66666667
2947,33841,DANIEL RIPLEY CATERING,94107,96
2948,33842,YUMMY BOWL,94134,85
2949,33851,THEE PARKSIDE,94107,94.66666667
2950,33865,NABE,94122,77
2951,33884,DOS AMIGOS,94103,85.33333333
2952,33891,HARLOT,94105,91
2953,33911,B STAR,94118,89
2954,33914,SUBWAY 30303,94132,94.66666667
2955,33916,EXTREME PIZZA,94103,95.5
2956,33920,LALITA THAI RESTAURANT & BAR,94102,91
2957,33935,AVEDANO'S,94110,90.8
2958,33940,THE GOOD LIFE GROCERY,94107,95
2959,33945,CHIPOTLE MEXICAN GRILL #0839,94105,95.25
2960,33980,PANERA BREAD,94107,93.5
2961,33981,JACKSON MARKET,94109,94.2
2962,33983,WING SING BAKERY,94133,73.2
2963,33997,COASTSIDE FARMS AND SPECIALTIES,94104,100
2964,33998,COASTSIDE FARMS AND SPECIALTIES,94115,100
2965,33999,DUK HING CHINESE DELI & MEAT INC.,94133,83.8
2966,34005,FRJTZ VALENCIA,94110,85.4
2967,34033,CAFE MEUSE,94109,95
2968,34046,OCEANVIEW MARKET AND DELI,94121,100
2969,34056,LA BOULANGE DE COLE,94117,76.33333333
2970,34057,LA BOULANGE DE FILLMORE,94115,89
2971,34058,BOULANGERIE,94115,93.5
2972,34066,JITLADA THAI CUISINE,94115,90
2973,34079,ALL STAR CAFE,94102,88.4
2974,34102,THE BROKEN RECORD,94112,87
2975,34126,NOB HILL GRILLE,94109,78
2976,34142,DELL'UVA,94133,81.5
2977,34143,CELLO,94105,87.5
2978,34144,PIZZA JOINT,94134,87.4
2980,34161,BUCA DI BEPPO,94103,85.5
2982,34179,GITANE RESTAURANT AND BAR,94108,97.25
2983,34181,COFFEE BAR 1 LLC,94103,89.4
2984,34184,WIN'S RESTAURANT,94116,75.66666667
2985,34186,ANGEL CAFE AND DELI,94109,97.66666667
2987,34220,AUNT FANNYS CART 3,94133,93
2988,34221,"CAMPTON PLACE SF, A TAJ HOTEL-RESTAURANT",94108,82.25
2989,34222,"CAMPTON PLACE SF, A TAJ HOTEL-EMPLOYEE CAFETERIA",94108,87.75
2990,34244,VITAL TEA LEAF INC,94108,98.5
2991,34314,TARA RESTAURANT,94105,94.66666667
2993,34332,CALIFORNIA SPIRIT,94107,100
2994,34352,THE OLYMPIC CLUB CAFE,94102,97.5
2995,34353,THE OLYMPIC CLUB BAR/GRILL,94102,99
2996,34354,THE OLYMPIC CLUB RESTAURANT,94102,98
2997,34387,LOMBARD UNION 76,94123,95.2
2998,34388,PIZZA ORGASMICA,94123,92.4
2999,34394,PIZZA ORGASMICA & BREWING CO.,94118,89
3000,34395,E TUTTO QUA,94133,95.5
3001,34411,GABBY CAFE & DELI,94105,99.2
3002,34418,SPQR,94115,98
3003,34423,RED SEA MARKET,94112,97.2
3004,34425,AMEL'S MARKET,94112,99.2
3005,34434,FANG'S,94105,83.5
3006,34451,THEO'S CHEESE STEAK SHOP,94105,98
3007,34457,CHAO KEE MRKET,94133,79.5
3008,34458,AYOLA,94108,97.4
3009,34505,WHOLE FOODS MARKET,94103,94.4
3010,34585,HING WANG BAKERY,94122,68
3011,34591,LA LAGUNA,94124,90.25
3012,34603,BAR JULES,94102,98.66666667
3013,34611,NAPOLEON SUPER BAKERY CORP,94108,78
3014,34613,CLAY OVEN INDIAN CUISINE,94131,88.2
3015,34623,SLOW CLUB,94110,88.25
3017,34647,1300 ON FILLMORE,94115,98.5
3018,34649,MAY'S COFFEE SHOP,94115,94.4
3019,34661,PHILZ COFFEE,94114,93
3020,34662,HORIZON RESTAURANT,94133,95.33333333
3021,34663,PALADAR CAFE CUBANO,94108,95.8
3022,34665,LE PETIT LAURENT,94131,93.33333333
3023,34676,GOLDEN KIM TAR RESTAURANT,94102,76
3024,34685,TACOLICIOUS,94123,91
3025,34708,PIQUEOS LLC,94110,91
3026,34710,DOLCE GELATO,94109,93.25
3027,34726,SPRUCE,94118,87.75
3028,34728,PETE'S TAVERN,94107,95.57142857
3029,34743,ROTEE EXPRESS,94105,82
3030,34746,MARINA PIZZA & CAFFE,94123,87.5
3031,34749,CHATZ COFFEE,94105,100
3032,34767,BRANDY HO'S HUNAN FOOD,94114,95.8
3033,34769,HFF COFFEE SERIES 1 (UNION SQUARE MACYS),94108,90
3034,34787,HOLLYWOOD FOOD CENTER,94121,98
3035,34814,THE IRISH BANK BAR & RESTAURANT,94108,100
3036,34839,BRENDA'S FRENCH SOUL FOOD,94102,87.25
3037,34865,REGENT THAI RESTAURANT,94131,95
3038,34869,MARTHA & BROS. COFFEE,94123,93.66666667
3039,34885,CHOP STICKS FAST FOOD,94112,88.4
3040,34910,PICCOLO ITALIA PIZZA,94109,93.66666667
3041,34936,WETZEL'S PRETZELS STONESTOWN,94132,100
3042,34942,LUCKY OCEAN CAFE,94112,97.6
3043,34969,LA BOULANGE,94102,92
3044,34989,CAFE MUSE,94118,96.8
3045,34992,COVA HOTEL,94108,96.5
3046,34995,TAQUERIA REINA'S,94112,91.4
3047,35026,MANGOSTEEN,94109,74.75
3048,35050,YOSHI'S SAN FRANCISCO,94115,95.5
3049,35070,THE NATURE STOP,94133,87.5
3050,35076,CYBELLE'S PIZZA,94114,94.6
3051,35078,HELMAND PALACE,94109,81.8
3052,35106,NEW YORK TOBACCO,94102,98.5
3053,35199,PHO #1,94134,93.8
3054,35220,JASMIN'S CAFE,94108,95.33333333
3055,35221,GOLDEN FLOWER VIETNAMESE RESTAURANT,94133,81.2
3056,35240,NEW SAN WANG RESTAURANT,94115,92.5
3057,35284,APOLLO COFFEE,94115,98.6
3058,35317,METROPOLITAN LOUNGE,94114,92
3059,35340,CORNERSTONE ACADEMY,94134,98.6
3060,35415,ALCATRAZ LANDING CAFE,94111,93.5
3061,35418,ETERNAL SPRINGS,94118,99.6
3062,35425,LOCAL KITCHEN & WINE MERCHANT,94105,81.8
3063,35447,SPARKY'S PIZZA & DINER,94114,77.5
3064,35464,BERNIE'S,94114,93.2
3066,35502,JAVALENCIA CAFE,94124,93.4
3067,35503,LEFT COAST CATERING AND CAFE,94107,96.5
3068,35507,MARINA MEATS INC.,94123,91.4
3069,35527,TIKKA MASALA,94102,76.25
3070,35546,KINGDOM OF DUMPLING,94116,80.66666667
3071,35565,DALDAS MARKET,94102,92.66666667
3072,35591,THE MONK'S KETTLE,94103,97
3073,35592,LITTLE SAIGON DELI,94105,80
3074,35659,77 CHINESE CUISINE,94111,100
3075,35660,BISSAP BAOBAB,94110,88.8
3076,35671,CHAAT CAFE EXPRESS,94104,92.75
3077,35690,GREEN VALLEY MARKET,94102,80
3078,35702,MENKEE WONTON,94122,86
3079,35750,BIN 38,94123,90.16666667
3080,35771,STARBUCKS COFFEE,94102,93.4
3081,35784,THAILAND RESTAURANT,94114,87.25
3082,35786,SUBWAY #33355,94132,94.5
3083,35790,STARBUCKS COFFEE,94107,98.2
3084,35805,HARD KNOX CAFE,94121,93.33333333
3085,35812,UMI,94107,97
3086,35828,A1 GENEVA BAKERY,94112,83.4
3087,35839,LE PETIT MARCHET,94109,88
3088,35852,BEACH STREET GRILL,94133,85.5
3089,35855,LAVA RESTAURANT & LOUNGE,94107,90.5
3090,35862,TOAST EATERY,94114,92
3091,35868,GREEN APPLE YOGURT/THE CRAVERY,94103,84
3092,35882,PEET'S COFFEE AND TEA,94103,97.33333333
3093,35884,FRONTERA FRESCO,94102,90.4
3094,35930,PANHANDLE PIZZA,94117,90.66666667
3095,35962,INDIA PALACE,94115,87
3096,35963,TUK TUK THAI CAFE,94133,76.2
3097,35975,CATCH ISLE,94102,90.2
3098,35988,PIZZA ORGASMICA EMBARCADERO,94111,91.6
3099,35989,S & E SUPERMARKET,94122,81
3100,36001,SUBWAY SANDWICHES,94133,92
3101,36014,CATCH,94114,89.5
3102,36020,CADILLAC MARKET,94109,94.66666667
3103,36022,WOK IN CHINESE AMERICAN FOOD,94124,78.5
3104,36023,BLUE BARN GOURMET,94123,95
3105,36024,R. IMAGE MARKET,94110,91.5
3106,36043,SERPENTINE,94107,88.8
3107,36048,NAS COFFEE,94105,98.5
3108,36108,LEE'S MARKET,94133,72.2
3109,36109,BIG STAR GROCERY,94133,92.66666667
3110,36160,ZABB,94112,97.2
3111,36165,MOCHA CHACA,94112,93
3112,36169,GRAB AND GO,94103,72.66666667
3113,36177,SUBWAY SANDWICHES,94108,100
3114,36178,SUBWAY SANDWICHES,94104,100
3115,36179,SAGE CAFE,94102,85
3116,36201,PACIFIC CATCH,94122,88.5
3117,36205,ANCHOR & HOPE,94105,98
3118,36208,SILVER CAFE,94112,96
3119,36213,SENS RESTAURANT,94111,86.6
3120,36214,RED AND WHITE FLEET - HARBOR QUEEN,94133,97.5
3121,36215,RED AND WHITE FLEET - HARBOR PRINCESS,94133,95.75
3122,36216,RED AND WHITE FLEET - ROYAL PRINCE,94133,95
3123,36274,RUBIO'S FRESH MEXICAN GRILL,94111,97.6
3124,36277,L'ARDOISE,94103,93.5
3125,36319,WINE JAR,94115,98
3126,36348,EL TEPA,94110,93
3127,36367,MONARCH CAFE,94109,87.5
3128,36378,WORK OF ART CATERING,94103,88
3129,36387,HAHN'S HIBACHI,94114,84.66666667
3130,36396,WESTERN SUNSET MARKET,94122,98.83333333
3131,36412,TATAKI SUSKI & SAKE BAR,94115,94.5
3132,36451,CAVALLI CAFFE,94133,93
3133,36452,PANINI,94117,97.33333333
3134,36473,MAGGIE CAFE,94108,94.2
3135,36474,THE SENTINEL,94104,93.33333333
3136,36494,BLUE BOTTLE CAFE,94103,90.25
3137,36512,EPIC ROASTHOUSE,94105,100
3138,36513,WATERBAR,94105,97.4
3139,36519,POP'S SANDWICH SHOP,94127,91.75
3140,36523,MARINA THEATRE,94123,96
3141,36534,JEWISH COMMUNITY CENTER OF SAN FRANCISCO,94118,87.75
3142,36547,EPIC ROASTHOUSE,95105,100
3143,36570,"7-ELEVEN, STORE 2366-21389F",94134,94.4
3144,36571,PAGAN RESTAURANT,94121,94.66666667
3145,36578,HOLY  GRILL,94103,90.66666667
3146,36589,CATERING WITH STYLE,94110,82
3147,36602,CAFE INSALATA,94111,91.66666667
3149,36614,POESIA,94114,89.75
3150,36618,CHUG PUB,94122,81.5
3151,36620,KING OF THAI NOODLES,94133,84.66666667
3152,36635,BIG SLICE PIZZA,94117,91.2
3153,36645,PEEKADOODLE KIDSCLUB,94109,90.75
3154,36651,THE SPOT RESTAURANT,94116,90.66666667
3155,36654,EVERGREEN CAFE,94111,84.66666667
3156,36673,MID CITY MARKET,94109,94.28571429
3157,36685,"MUDDY WATERS COFFEE HOUSE, INC.",94110,95.6
3158,36687,JAY'S CHEESESTEAK,94110,91.8
3159,36695,GOLDEN NATURAL FOODS,94114,85.75
3160,36699,BANG SAN THAI CUISINE,94109,77.75
3161,36707,JOHNNY ROCKETS,94133,88
3162,36728,LA BOULANGE,94133,84.25
3163,36730,CLEMENTINE,94118,92
3164,36744,EL CASTILLITO TAQUERIA STAR,94102,96
3165,36745,SHANGHAI CHINA RESTAURANT,94103,86
3166,36749,PEASANT PIES,94114,95.2
3167,36750,PEASANT PIES,94122,89.5
3168,36758,UVA ENOTECA,94117,90
3169,36786,MURACCI'S JAPANESE RESTAURANT,94108,97.4
3170,36801,LEONIDAS FRESH BELGIAN CHOCOLATES,94104,99.2
3171,36817,CHRISTOPHER ELBOW CHOCOLATES,94102,99.5
3172,36839,LOVE BERRY,94132,95.66666667
3173,36840,FOURBARREL COFFEE,94103,92
3174,36844,SALLY'S RESTAURANT AND DELI,94103,83.4
3175,36850,A.K. MEAT,94118,97
3176,36861,DOUBLE DECKER,94102,95.5
3177,36863,CITY OASIS CONVENIENCE STORE,94111,94.8
3178,36875,DAFFODIL C/O ORCHARD HOTEL,94108,84
3179,36876,KASA INDIAN EATERY,94114,86.2
3180,36892,TEA WAY,94118,83.16666667
3181,36911,ROYAL MARKET & BAKERY,94121,91.6
3182,36928,MARIPOSA CAFETERIA,94107,83.75
3183,37021,GOZA-GOZA TACO,94140,93.6
3184,37038,LIVE SUSHI BAR,94103,88
3185,37053,CANDYBAR,94117,99
3186,37060,HALU,94118,94.66666667
3187,37090,BASIL CANTEEN,94103,86.75
3188,37115,PASILLA,94108,100
3189,37141,DAIMARU SUSHI,94114,90.6
3190,37151,MAN SUNG COMPANY,94133,83.6
3191,37152,"PHO VUNG TAU, INC",94133,73.2
3192,37166,LUCE RESTAURANT &  BAR,94103,91.66666667
3193,37167,INTERCONTINENTAL SAN FRANCISCO EMPLOYEE CAFETERIA,94013,97.33333333
3194,37168,INTERCONTINENTAL SAN FRANCISCO 3RD FL. BANQUET KITCHEN,94103,97
3195,37169,INTERCONTINENTAL SAN FRANCISCO 4TH FL. KITCHEN,94013,99.33333333
3196,37170,INTERCONTINENTAL SAN FRANCISCO 5TH FL. KITCHEN,94103,100
3197,37171,INTERCONTINENTAL SAN FRANCISCO CLUB LOUNGE,94103,95.16666667
3198,37173,CELTIC COFFEE COMPANY,94102,83.6
3199,37231,UTOPIA CAFE,94108,73
3200,37232,CAFE LUNA,94118,95.5
3201,37234,THOROUGH BREAD & PASTRY,94114,99.33333333
3202,37237,NEW TAI PEI RESTAURANT,94132,86.8
3203,37252,ANTOJITOS SAN MIGUEL,94110,89.33333333
3204,37256,MISSION NOODLE HOUSE,94112,94.4
3205,37297,SCHOGGI,94103,100
